,cat_item,request,sys_updated_on,outcome,days_to_end
48,40abdc16877b30d094f140490cbb351d,4bb53fbb87d901d05addc8490cbb354d,2022-07-02 08:46:09,Closed Complete,14.88471065
49,40abdc16877b30d094f140490cbb351d,4bb53fbb87d901d05addc8490cbb354d,2022-07-02 08:46:09,Closed Complete,14.88471065
50,00e9e12587604d9494f140490cbb357f,4bb53fbb87d901d05addc8490cbb354d,2022-07-02 09:07:26,Closed Complete,14.86993056
51,9e7005e2db8f50107ea8264cd39619b5,4bb53fbb87d901d05addc8490cbb354d,2022-07-02 10:19:48,Closed Complete,14.81967593
52,9e7005e2db8f50107ea8264cd39619b5,4bb53fbb87d901d05addc8490cbb354d,2022-07-02 10:19:48,Closed Complete,14.81967593
53,590a79518733b09094f140490cbb3580,4bb53fbb87d901d05addc8490cbb354d,2022-07-02 10:43:15,Closed Complete,14.8033912
54,aa347d1d87bf709094f140490cbb35a2,4bb53fbb87d901d05addc8490cbb354d,2022-07-02 11:18:17,Closed Complete,14.7790625
55,aa347d1d87bf709094f140490cbb35a2,4bb53fbb87d901d05addc8490cbb354d,2022-07-02 11:18:17,Closed Complete,14.7790625
56,5d27f19587ff709094f140490cbb3528,4bb53fbb87d901d05addc8490cbb354d,2022-07-02 11:21:37,Closed Complete,14.77674769
57,5d27f19587ff709094f140490cbb3528,4bb53fbb87d901d05addc8490cbb354d,2022-07-02 11:21:37,Closed Complete,14.77674769
58,3385105e87f730d094f140490cbb35cd,4bb53fbb87d901d05addc8490cbb354d,2022-08-02 11:43:06,Closed Complete,13.7618287
59,3385105e87f730d094f140490cbb35cd,4bb53fbb87d901d05addc8490cbb354d,2022-08-02 11:43:06,Closed Complete,13.7618287
60,da0a989e873b30d094f140490cbb3593,4bb53fbb87d901d05addc8490cbb354d,2022-08-02 12:12:15,Closed Complete,13.74158565
61,00e9e12587604d9494f140490cbb357f,4bb53fbb87d901d05addc8490cbb354d,2022-11-02 10:22:16,Closed Complete,10.81796296
62,7ba4ec3e1be7749456f2ece5604bcb07,4bb53fbb87d901d05addc8490cbb354d,2022-02-14 10:54:48,Closed Complete,7.79537037
63,7ba4ec3e1be7749456f2ece5604bcb07,4bb53fbb87d901d05addc8490cbb354d,2022-02-14 10:54:48,Closed Complete,7.79537037
64,8e4d445287b730d094f140490cbb35b4,4bb53fbb87d901d05addc8490cbb354d,2022-02-15 06:00:17,Closed Complete,6.999895833
65,8e4d445287b730d094f140490cbb35b4,4bb53fbb87d901d05addc8490cbb354d,2022-02-15 06:00:17,Closed Complete,6.999895833
66,16ef04da87b730d094f140490cbb350d,4bb53fbb87d901d05addc8490cbb354d,2022-02-15 06:00:17,Closed Complete,6.999895833
67,16ef04da87b730d094f140490cbb350d,4bb53fbb87d901d05addc8490cbb354d,2022-02-15 06:00:17,Closed Complete,6.999895833
68,590a79518733b09094f140490cbb3580,4bb53fbb87d901d05addc8490cbb354d,2022-02-18 06:00:13,Closed Complete,3.99994213
69,590a79518733b09094f140490cbb3580,4bb53fbb87d901d05addc8490cbb354d,2022-02-18 06:00:13,Closed Complete,3.99994213
70,da0a989e873b30d094f140490cbb3593,4bb53fbb87d901d05addc8490cbb354d,2022-02-19 06:00:10,Closed Complete,2.999976852
71,da0a989e873b30d094f140490cbb3593,4bb53fbb87d901d05addc8490cbb354d,2022-02-19 06:00:10,Closed Complete,2.999976852
72,00e9e12587604d9494f140490cbb357f,4bb53fbb87d901d05addc8490cbb354d,2022-02-22 06:00:08,Closed Complete,0.0
73,00e9e12587604d9494f140490cbb357f,4bb53fbb87d901d05addc8490cbb354d,2022-02-22 06:00:08,Closed Complete,0.0
74,Closed Complete,4bb53fbb87d901d05addc8490cbb354d,2022-02-22 06:00:09,Closed Complete,0.0
75,3385105e87f730d094f140490cbb35cd,39dffa3847ad0950064af271e36d4369,2022-06-02 08:11:04,Closed Complete,39.96986111
76,3385105e87f730d094f140490cbb35cd,39dffa3847ad0950064af271e36d4369,2022-06-02 08:11:04,Closed Complete,39.96986111
77,00e9e12587604d9494f140490cbb357f,39dffa3847ad0950064af271e36d4369,2022-06-02 08:11:05,Closed Complete,39.96984954
78,da0a989e873b30d094f140490cbb3593,39dffa3847ad0950064af271e36d4369,2022-07-02 01:08:27,Closed Complete,39.26334491
79,8e4d445287b730d094f140490cbb35b4,39dffa3847ad0950064af271e36d4369,2022-07-02 02:45:50,Closed Complete,39.19571759
80,40abdc16877b30d094f140490cbb351d,39dffa3847ad0950064af271e36d4369,2022-07-02 08:47:05,Closed Complete,38.94484954
81,16ef04da87b730d094f140490cbb350d,39dffa3847ad0950064af271e36d4369,2022-07-02 10:48:26,Closed Complete,38.8605787
82,5d27f19587ff709094f140490cbb3528,39dffa3847ad0950064af271e36d4369,2022-07-02 11:22:39,Closed Complete,38.83681713
83,9e7005e2db8f50107ea8264cd39619b5,39dffa3847ad0950064af271e36d4369,2022-07-02 11:22:56,Closed Complete,38.83662037
84,b019b9a2dba71454b890bd5c68961990,39dffa3847ad0950064af271e36d4369,2022-07-02 11:23:39,Closed Complete,38.83612269
85,aa347d1d87bf709094f140490cbb35a2,39dffa3847ad0950064af271e36d4369,2022-07-02 11:23:51,Closed Complete,38.8359838
86,3385105e87f730d094f140490cbb35cd,39dffa3847ad0950064af271e36d4369,2022-07-02 11:35:29,Closed Complete,38.82790509
87,c04428de87fb30d094f140490cbb3516,39dffa3847ad0950064af271e36d4369,2022-07-02 11:56:31,Closed Complete,38.81329861
88,7ba4ec3e1be7749456f2ece5604bcb07,39dffa3847ad0950064af271e36d4369,2022-07-02 14:06:26,Closed Complete,38.7230787
89,8e4d445287b730d094f140490cbb35b4,39dffa3847ad0950064af271e36d4369,2022-08-02 03:58:16,Closed Complete,38.14541667
90,3385105e87f730d094f140490cbb35cd,39dffa3847ad0950064af271e36d4369,2022-08-02 11:50:15,Closed Complete,37.81765046
91,40abdc16877b30d094f140490cbb351d,39dffa3847ad0950064af271e36d4369,2022-08-02 13:05:26,Closed Complete,37.76543981
92,16ef04da87b730d094f140490cbb350d,39dffa3847ad0950064af271e36d4369,2022-08-02 16:58:07,Closed Complete,37.60385417
93,5d27f19587ff709094f140490cbb3528,39dffa3847ad0950064af271e36d4369,2022-09-02 08:38:55,Closed Complete,36.95052083
94,c04428de87fb30d094f140490cbb3516,39dffa3847ad0950064af271e36d4369,2022-09-02 08:42:36,Closed Complete,36.94796296
95,c04428de87fb30d094f140490cbb3516,39dffa3847ad0950064af271e36d4369,2022-09-02 08:42:36,Closed Complete,36.94796296
96,aa347d1d87bf709094f140490cbb35a2,39dffa3847ad0950064af271e36d4369,2022-09-02 08:57:59,Closed Complete,36.93728009
97,b019b9a2dba71454b890bd5c68961990,39dffa3847ad0950064af271e36d4369,2022-09-02 14:20:40,Closed Complete,36.71319444
98,9e7005e2db8f50107ea8264cd39619b5,39dffa3847ad0950064af271e36d4369,2022-09-02 14:24:06,Closed Complete,36.71081019
99,9e7005e2db8f50107ea8264cd39619b5,39dffa3847ad0950064af271e36d4369,2022-09-02 14:24:06,Closed Complete,36.71081019
100,7ba4ec3e1be7749456f2ece5604bcb07,39dffa3847ad0950064af271e36d4369,2022-09-02 14:33:07,Closed Complete,36.70454861
101,da0a989e873b30d094f140490cbb3593,39dffa3847ad0950064af271e36d4369,2022-10-02 16:09:03,Closed Complete,35.63792824
102,00e9e12587604d9494f140490cbb357f,39dffa3847ad0950064af271e36d4369,2022-10-02 20:18:32,Closed Complete,35.46467593
103,40abdc16877b30d094f140490cbb351d,39dffa3847ad0950064af271e36d4369,2022-11-02 07:20:59,Closed Complete,35.0046412
104,40abdc16877b30d094f140490cbb351d,39dffa3847ad0950064af271e36d4369,2022-11-02 07:20:59,Closed Complete,35.0046412
105,00e9e12587604d9494f140490cbb357f,39dffa3847ad0950064af271e36d4369,2022-02-16 07:12:53,Closed Complete,30.0102662
106,00e9e12587604d9494f140490cbb357f,39dffa3847ad0950064af271e36d4369,2022-02-16 07:12:53,Closed Complete,30.0102662
107,00e9e12587604d9494f140490cbb357f,39dffa3847ad0950064af271e36d4369,2022-02-16 07:12:53,Closed Complete,30.0102662
108,3385105e87f730d094f140490cbb35cd,39dffa3847ad0950064af271e36d4369,2022-02-17 17:07:05,Closed Complete,28.59762731
109,3385105e87f730d094f140490cbb35cd,39dffa3847ad0950064af271e36d4369,2022-02-17 17:07:05,Closed Complete,28.59762731
110,8e4d445287b730d094f140490cbb35b4,39dffa3847ad0950064af271e36d4369,2022-02-18 06:00:27,Closed Complete,28.06056713
111,8e4d445287b730d094f140490cbb35b4,39dffa3847ad0950064af271e36d4369,2022-02-18 06:00:27,Closed Complete,28.06056713
112,16ef04da87b730d094f140490cbb350d,39dffa3847ad0950064af271e36d4369,2022-02-19 06:00:18,Closed Complete,27.0606713
113,16ef04da87b730d094f140490cbb350d,39dffa3847ad0950064af271e36d4369,2022-02-19 06:00:18,Closed Complete,27.0606713
114,aa347d1d87bf709094f140490cbb35a2,39dffa3847ad0950064af271e36d4369,2022-02-20 06:00:35,Closed Complete,26.06047454
115,7ba4ec3e1be7749456f2ece5604bcb07,39dffa3847ad0950064af271e36d4369,2022-02-20 06:00:35,Closed Complete,26.06047454
116,5d27f19587ff709094f140490cbb3528,39dffa3847ad0950064af271e36d4369,2022-02-20 06:00:35,Closed Complete,26.06047454
117,b019b9a2dba71454b890bd5c68961990,39dffa3847ad0950064af271e36d4369,2022-02-20 06:00:35,Closed Complete,26.06047454
118,5d27f19587ff709094f140490cbb3528,39dffa3847ad0950064af271e36d4369,2022-02-20 06:00:35,Closed Complete,26.06047454
119,b019b9a2dba71454b890bd5c68961990,39dffa3847ad0950064af271e36d4369,2022-02-20 06:00:35,Closed Complete,26.06047454
120,aa347d1d87bf709094f140490cbb35a2,39dffa3847ad0950064af271e36d4369,2022-02-20 06:00:35,Closed Complete,26.06047454
121,7ba4ec3e1be7749456f2ece5604bcb07,39dffa3847ad0950064af271e36d4369,2022-02-20 06:00:35,Closed Complete,26.06047454
122,da0a989e873b30d094f140490cbb3593,39dffa3847ad0950064af271e36d4369,2022-02-21 06:00:10,Closed Complete,25.06076389
123,da0a989e873b30d094f140490cbb3593,39dffa3847ad0950064af271e36d4369,2022-02-21 06:00:10,Closed Complete,25.06076389
124,00e9e12587604d9494f140490cbb357f,39dffa3847ad0950064af271e36d4369,2022-02-27 06:00:11,Closed Complete,19.06075231
125,9e7005e2db8f50107ea8264cd39619b5,39dffa3847ad0950064af271e36d4369,2022-01-03 14:03:09,Closed Complete,16.7253588
126,9e7005e2db8f50107ea8264cd39619b5,39dffa3847ad0950064af271e36d4369,2022-12-03 06:00:49,Closed Complete,6.0603125
127,9e7005e2db8f50107ea8264cd39619b5,39dffa3847ad0950064af271e36d4369,2022-03-18 07:27:40,Closed Complete,0.0
128,Closed Complete,39dffa3847ad0950064af271e36d4369,2022-03-18 07:27:41,Closed Complete,0.0
129,3385105e87f730d094f140490cbb35cd,e959f6ed97e9c990d903bfafe153af8e,2022-08-02 15:53:56,Closed Complete,44.58769676
130,7ba4ec3e1be7749456f2ece5604bcb07,e959f6ed97e9c990d903bfafe153af8e,2022-08-02 15:53:56,Closed Complete,44.58769676
131,b019b9a2dba71454b890bd5c68961990,e959f6ed97e9c990d903bfafe153af8e,2022-08-02 15:53:57,Closed Complete,44.58768519
132,5d27f19587ff709094f140490cbb3528,e959f6ed97e9c990d903bfafe153af8e,2022-08-02 15:53:57,Closed Complete,44.58768519
133,da0a989e873b30d094f140490cbb3593,e959f6ed97e9c990d903bfafe153af8e,2022-08-02 15:53:57,Closed Complete,44.58768519
134,aa347d1d87bf709094f140490cbb35a2,e959f6ed97e9c990d903bfafe153af8e,2022-08-02 15:53:57,Closed Complete,44.58768519
135,00e9e12587604d9494f140490cbb357f,e959f6ed97e9c990d903bfafe153af8e,2022-08-02 15:53:57,Closed Complete,44.58768519
136,c04428de87fb30d094f140490cbb3516,e959f6ed97e9c990d903bfafe153af8e,2022-08-02 15:53:57,Closed Complete,44.58768519
137,16ef04da87b730d094f140490cbb350d,e959f6ed97e9c990d903bfafe153af8e,2022-08-02 15:53:57,Closed Complete,44.58768519
138,40abdc16877b30d094f140490cbb351d,e959f6ed97e9c990d903bfafe153af8e,2022-08-02 15:53:57,Closed Complete,44.58768519
139,9e7005e2db8f50107ea8264cd39619b5,e959f6ed97e9c990d903bfafe153af8e,2022-08-02 15:55:59,Closed Complete,44.58627315
140,8e4d445287b730d094f140490cbb35b4,e959f6ed97e9c990d903bfafe153af8e,2022-08-02 15:57:14,Closed Complete,44.58540509
141,3385105e87f730d094f140490cbb35cd,e959f6ed97e9c990d903bfafe153af8e,2022-08-02 17:58:48,Closed Complete,44.5009838
142,3385105e87f730d094f140490cbb35cd,e959f6ed97e9c990d903bfafe153af8e,2022-08-02 17:58:48,Closed Complete,44.5009838
143,b019b9a2dba71454b890bd5c68961990,e959f6ed97e9c990d903bfafe153af8e,2022-09-02 03:57:42,Closed Complete,44.08508102
144,aa347d1d87bf709094f140490cbb35a2,e959f6ed97e9c990d903bfafe153af8e,2022-09-02 03:58:27,Closed Complete,44.08456019
145,00e9e12587604d9494f140490cbb357f,e959f6ed97e9c990d903bfafe153af8e,2022-09-02 03:58:46,Closed Complete,44.08434028
146,5d27f19587ff709094f140490cbb3528,e959f6ed97e9c990d903bfafe153af8e,2022-09-02 04:26:40,Closed Complete,44.06496528
147,7ba4ec3e1be7749456f2ece5604bcb07,e959f6ed97e9c990d903bfafe153af8e,2022-09-02 04:37:16,Closed Complete,44.05760417
148,16ef04da87b730d094f140490cbb350d,e959f6ed97e9c990d903bfafe153af8e,2022-09-02 08:34:30,Closed Complete,43.8928588
149,00e9e12587604d9494f140490cbb357f,e959f6ed97e9c990d903bfafe153af8e,2022-09-02 12:03:17,Closed Complete,43.74787037
150,b019b9a2dba71454b890bd5c68961990,e959f6ed97e9c990d903bfafe153af8e,2022-10-02 04:44:37,Closed Complete,43.0525
151,aa347d1d87bf709094f140490cbb35a2,e959f6ed97e9c990d903bfafe153af8e,2022-10-02 04:55:51,Closed Complete,43.04469907
152,aa347d1d87bf709094f140490cbb35a2,e959f6ed97e9c990d903bfafe153af8e,2022-10-02 04:55:51,Closed Complete,43.04469907
153,aa347d1d87bf709094f140490cbb35a2,e959f6ed97e9c990d903bfafe153af8e,2022-10-02 04:55:51,Closed Complete,43.04469907
154,aa347d1d87bf709094f140490cbb35a2,e959f6ed97e9c990d903bfafe153af8e,2022-10-02 04:55:51,Closed Complete,43.04469907
155,b019b9a2dba71454b890bd5c68961990,e959f6ed97e9c990d903bfafe153af8e,2022-10-02 06:07:56,Closed Complete,42.9946412
156,b019b9a2dba71454b890bd5c68961990,e959f6ed97e9c990d903bfafe153af8e,2022-10-02 06:07:56,Closed Complete,42.9946412
157,b019b9a2dba71454b890bd5c68961990,e959f6ed97e9c990d903bfafe153af8e,2022-10-02 15:27:05,Closed Complete,42.60634259
158,da0a989e873b30d094f140490cbb3593,e959f6ed97e9c990d903bfafe153af8e,2022-10-02 16:08:18,Closed Complete,42.57771991
159,40abdc16877b30d094f140490cbb351d,e959f6ed97e9c990d903bfafe153af8e,2022-11-02 07:24:00,Closed Complete,41.94181713
160,40abdc16877b30d094f140490cbb351d,e959f6ed97e9c990d903bfafe153af8e,2022-11-02 07:24:00,Closed Complete,41.94181713
161,da0a989e873b30d094f140490cbb3593,e959f6ed97e9c990d903bfafe153af8e,2022-11-02 08:33:33,Closed Complete,41.89351852
162,aa347d1d87bf709094f140490cbb35a2,e959f6ed97e9c990d903bfafe153af8e,2022-02-14 03:00:57,Closed Complete,39.12449074
163,00e9e12587604d9494f140490cbb357f,e959f6ed97e9c990d903bfafe153af8e,2022-02-14 03:06:50,Closed Complete,39.12040509
164,00e9e12587604d9494f140490cbb357f,e959f6ed97e9c990d903bfafe153af8e,2022-02-14 03:06:50,Closed Complete,39.12040509
165,da0a989e873b30d094f140490cbb3593,e959f6ed97e9c990d903bfafe153af8e,2022-02-14 12:56:40,Closed Complete,38.71079861
166,da0a989e873b30d094f140490cbb3593,e959f6ed97e9c990d903bfafe153af8e,2022-02-14 12:56:40,Closed Complete,38.71079861
167,16ef04da87b730d094f140490cbb350d,e959f6ed97e9c990d903bfafe153af8e,2022-02-14 13:54:30,Closed Complete,38.67063657
168,16ef04da87b730d094f140490cbb350d,e959f6ed97e9c990d903bfafe153af8e,2022-02-14 13:54:30,Closed Complete,38.67063657
169,c04428de87fb30d094f140490cbb3516,e959f6ed97e9c990d903bfafe153af8e,2022-02-14 14:44:08,Closed Complete,38.63616898
170,c04428de87fb30d094f140490cbb3516,e959f6ed97e9c990d903bfafe153af8e,2022-02-14 14:44:08,Closed Complete,38.63616898
171,7ba4ec3e1be7749456f2ece5604bcb07,e959f6ed97e9c990d903bfafe153af8e,2022-02-14 15:45:21,Closed Complete,38.59365741
172,7ba4ec3e1be7749456f2ece5604bcb07,e959f6ed97e9c990d903bfafe153af8e,2022-02-14 18:52:26,Closed Complete,38.46373843
173,9e7005e2db8f50107ea8264cd39619b5,e959f6ed97e9c990d903bfafe153af8e,2022-02-17 00:39:57,Closed Complete,36.22240741
174,9e7005e2db8f50107ea8264cd39619b5,e959f6ed97e9c990d903bfafe153af8e,2022-02-17 00:39:57,Closed Complete,36.22240741
175,5d27f19587ff709094f140490cbb3528,e959f6ed97e9c990d903bfafe153af8e,2022-02-19 06:00:39,Closed Complete,33.99969907
176,5d27f19587ff709094f140490cbb3528,e959f6ed97e9c990d903bfafe153af8e,2022-02-19 06:00:39,Closed Complete,33.99969907
177,8e4d445287b730d094f140490cbb35b4,e959f6ed97e9c990d903bfafe153af8e,2022-02-19 06:00:40,Closed Complete,33.9996875
178,8e4d445287b730d094f140490cbb35b4,e959f6ed97e9c990d903bfafe153af8e,2022-02-19 06:00:40,Closed Complete,33.9996875
179,b019b9a2dba71454b890bd5c68961990,e959f6ed97e9c990d903bfafe153af8e,2022-02-21 06:00:16,Closed Complete,31.99996528
180,b019b9a2dba71454b890bd5c68961990,e959f6ed97e9c990d903bfafe153af8e,2022-02-21 06:00:16,Closed Complete,31.99996528
181,7ba4ec3e1be7749456f2ece5604bcb07,e959f6ed97e9c990d903bfafe153af8e,2022-02-21 23:42:32,Closed Complete,31.26228009
182,7ba4ec3e1be7749456f2ece5604bcb07,e959f6ed97e9c990d903bfafe153af8e,2022-02-21 23:42:32,Closed Complete,31.26228009
183,aa347d1d87bf709094f140490cbb35a2,e959f6ed97e9c990d903bfafe153af8e,2022-02-24 06:00:01,Closed Complete,29.00013889
184,c04428de87fb30d094f140490cbb3516,e959f6ed97e9c990d903bfafe153af8e,2022-02-25 06:00:37,Closed Complete,27.99972222
185,16ef04da87b730d094f140490cbb350d,e959f6ed97e9c990d903bfafe153af8e,2022-02-25 06:00:39,Closed Complete,27.99969907
186,9e7005e2db8f50107ea8264cd39619b5,e959f6ed97e9c990d903bfafe153af8e,2022-02-27 06:00:14,Closed Complete,25.99998843
187,7ba4ec3e1be7749456f2ece5604bcb07,e959f6ed97e9c990d903bfafe153af8e,2022-04-03 06:00:07,Closed Complete,21.00006944
188,00e9e12587604d9494f140490cbb357f,e959f6ed97e9c990d903bfafe153af8e,2022-08-03 04:51:20,Closed Complete,17.04783565
189,3385105e87f730d094f140490cbb35cd,e959f6ed97e9c990d903bfafe153af8e,2022-03-14 17:12:40,Closed Complete,10.53302083
190,00e9e12587604d9494f140490cbb357f,e959f6ed97e9c990d903bfafe153af8e,2022-03-18 06:00:03,Closed Complete,7.000115741
191,3385105e87f730d094f140490cbb35cd,e959f6ed97e9c990d903bfafe153af8e,2022-03-25 06:00:13,Closed Complete,0.0
192,Closed Complete,e959f6ed97e9c990d903bfafe153af8e,2022-03-25 06:00:14,Closed Complete,0.0
193,9e7005e2db8f50107ea8264cd39619b5,8be9032d97250d90d903bfafe153af73,2022-08-02 16:50:30,Closed Complete,33.54877315
194,5d27f19587ff709094f140490cbb3528,8be9032d97250d90d903bfafe153af73,2022-08-02 16:50:30,Closed Complete,33.54877315
195,00e9e12587604d9494f140490cbb357f,8be9032d97250d90d903bfafe153af73,2022-08-02 16:50:30,Closed Complete,33.54877315
196,aa347d1d87bf709094f140490cbb35a2,8be9032d97250d90d903bfafe153af73,2022-08-02 16:50:31,Closed Complete,33.54876157
197,3385105e87f730d094f140490cbb35cd,8be9032d97250d90d903bfafe153af73,2022-08-02 16:50:31,Closed Complete,33.54876157
198,7ba4ec3e1be7749456f2ece5604bcb07,8be9032d97250d90d903bfafe153af73,2022-08-02 16:50:31,Closed Complete,33.54876157
199,16ef04da87b730d094f140490cbb350d,8be9032d97250d90d903bfafe153af73,2022-08-02 16:50:31,Closed Complete,33.54876157
200,40abdc16877b30d094f140490cbb351d,8be9032d97250d90d903bfafe153af73,2022-08-02 16:50:31,Closed Complete,33.54876157
201,a0294496877730d094f140490cbb3507,8be9032d97250d90d903bfafe153af73,2022-08-02 16:50:32,Closed Complete,33.54875
